Unnamed: 0_level_0_Date,Unnamed: 1_level_0_Day,Unnamed: 2_level_0_Round,Unnamed: 3_level_0_Venue,Unnamed: 4_level_0_Result,Unnamed: 5_level_0_Squad,Unnamed: 6_level_0_Opponent,Unnamed: 7_level_0_Start,Unnamed: 8_level_0_Pos,Unnamed: 9_level_0_Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Unnamed: 35_level_0_Match Report,Player_Name,Player_URL
2025-11-16,Sun,Matchweek 9,Away,D 0–0,Arsenal,Tottenham,N,LM,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,1,0,Match Report,Chloe Kelly,https://fbref.com/en/players/9ff67bf9/matchlogs/all_comps/
2025-11-08,Sat,Matchweek 8,Home,D 1–1,Arsenal,Chelsea,N,LM,13,0,0,0,0,2,1,0,0,10,0,0,1,0.1,0.1,0.0,1,0,5,6,83.3,0,6,0,0,0,Match Report,Chloe Kelly,https://fbref.com/en/players/9ff67bf9/matchlogs/all_comps/
2025-11-02,Sun,Matchweek 7,Away,W 4–1,Arsenal,Leicester City,N,LM,33,0,1,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.6,3,1,10,17,58.8,1,14,1,2,0,Match Report,Chloe Kelly,https://fbref.com/en/players/9ff67bf9/matchlogs/all_comps/
2025-10-12,Sun,Matchweek 6,Home,W 1–0,Arsenal,Brighton,N,RW,2,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,0,3,0,0,0,Match Report,Chloe Kelly,https://fbref.com/en/players/9ff67bf9/matchlogs/all_comps/
2025-10-04,Sat,Matchweek 5,Away,L 2–3,Arsenal,Manchester City,N,"DM,RW,LW",23,1,0,0,0,2,1,0,0,18,2,1,1,0.1,0.1,0.2,1,0,6,8,75.0,2,8,2,2,0,Match Report,Chloe Kelly,https://fbref.com/en/players/9ff67bf9/matchlogs/all_comps/
